Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
457,23-05-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,24,167,NA
457,27-05-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,33,72,NA
457,29-05-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,22,64,NA
457,30-05-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,17,69,NA
457,02-06-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,27,205,NA
457,05-06-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,17,93,NA
457,09-06-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,7,20,139,NA
457,10-06-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,20,78,NA
457,15-06-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,22,72,NA
457,17-06-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,17,114,NA
457,19-06-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,28,74,NA
457,23-06-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,24,75,NA
457,25-06-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,26,102,NA
457,29-06-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,19,79,NA
457,03-07-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,16,134,NA
457,07-07-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,16,97,NA
457,09-07-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,18,146,NA
457,14-07-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,21,146,NA
457,16-07-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,14,151,NA
457,21-07-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,15,112,NA
457,23-07-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,14,56,NA
457,25-07-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,13,74,NA
457,29-07-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,13,28,NA
457,31-07-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,13,43,NA
457,05-08-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,14,105,NA
457,07-08-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,14,105,NA
457,12-08-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,14,71,NA
457,14-08-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,13,78,NA
457,19-08-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,15,124,NA
457,21-08-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,14,89,NA
457,25-08-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,16,119,NA
457,27-08-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,15,89,NA
457,29-08-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,13,81,NA
457,02-09-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,12,60,NA
457,04-09-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,3,8,31,NA
457,08-09-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,14,79,NA
457,10-09-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,4,13,85,NA
457,15-09-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,6,15,115,NA
457,18-09-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,13,68,NA
457,22-09-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,13,118,NA
457,26-09-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,4,10,59,NA
457,29-09-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,11,48,NA
457,30-09-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,11,58,NA
457,01-10-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,13,74,NA
457,04-10-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,11,208,NA
457,06-10-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,11,104,NA
457,08-10-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,12,103,NA
457,14-10-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,14,156,NA
457,16-10-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,16,135,NA
457,19-10-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,20,81,NA
457,20-10-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,14,66,NA
457,28-10-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,17,95,NA
457,30-10-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,16,78,NA
457,03-11-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,21,152,NA
457,04-11-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,19,64,NA
457,05-11-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,16,95,NA
457,06-11-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,48,24,NA
457,09-11-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,18,60,NA
457,10-11-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,17,73,NA
457,11-11-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,13,91,NA
457,12-11-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,5,14,87,NA
457,17-11-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,27,42,NA
457,19-11-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,32,54,NA
457,23-11-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,15,46,NA
457,25-11-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,18,151,NA
457,03-12-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,18,120,NA
457,05-12-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,20,147,NA
457,08-12-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,23,119,NA
457,10-12-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,23,112,NA
457,15-12-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,38,129,NA
457,17-12-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,28,145,NA
457,19-12-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,19,118,NA
457,22-12-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,32,264,NA
457,23-12-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,26,152,NA
457,30-12-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,13,91,NA
457,31-12-2015,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,Households,2,24,74,NA
458,02-01-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,05-01-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,22,NA
458,08-01-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,13-01-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,16-01-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,19-01-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,24,NA
458,22-01-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,23,26,NA
458,27-01-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,5,23,26,NA
458,30-01-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,24,34,NA
458,03-02-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,22,27,NA
458,06-02-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,21,31,NA
458,09-02-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,18,24,NA
458,12-02-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,5,20,24,NA
458,18-02-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,26,NA
458,21-02-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,24,NA
458,24-02-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,27-02-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,03-03-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,05-03-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,09-03-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,11-03-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,17-03-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,19-03-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,25-03-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,27-03-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,30-03-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,01-04-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,07-04-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,09-04-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,15-04-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,17-04-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,22-04-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,24-04-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,26,NA
458,27-04-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,29-04-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,04-05-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,07-05-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,12-05-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,15-05-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,18-05-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,20-05-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,23-05-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,26,NA
458,25-05-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,28-05-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,02-06-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,04-06-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,08-06-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,26,NA
458,11-06-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,16-06-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,19-06-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,22-06-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,25-06-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,25,NA
458,29-06-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,24,NA
458,02-07-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,06-07-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,08-07-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,25,NA
458,14-07-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,16-07-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,20-07-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,24-07-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,28-07-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,30-07-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,24,NA
458,01-08-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,25,NA
458,04-08-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,06-08-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,26,NA
458,10-08-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,13-08-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,17-08-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,20-08-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,24-08-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,24,NA
458,27-08-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,23,NA
458,02-09-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,25,NA
458,04-09-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,07-09-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,10-09-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,15-09-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,18-09-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,21-09-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,25-09-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,29-09-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,03-10-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,05-10-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,07-10-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,13-10-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,15-10-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,17-10-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,20-10-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,28-10-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,30-10-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,03-11-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,05-11-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,10-11-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,31,NA
458,11-11-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,7,21,32,NA
458,12-11-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,31,NA
458,16-11-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,24,NA
458,19-11-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,24-11-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,24,NA
458,26-11-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,25,NA
458,30-11-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,25,NA
458,02-12-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,27,NA
458,04-12-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,20,28,NA
458,07-12-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,26,NA
458,10-12-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,28,NA
458,15-12-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,28,NA
458,18-12-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,27,NA
458,21-12-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,28,NA
458,23-12-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,27,NA
458,29-12-2015,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,Households,6,19,27,NA
459,03-01-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,6,16,128,NA
459,06-01-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,10,19,98,NA
459,12-01-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,5,16,140,NA
459,20-01-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,3,11,113,NA
459,03-02-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,6,13,292,NA
459,06-02-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,3,12,217,NA
459,09-02-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,3,12,264,NA
459,12-02-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,2,20,131,NA
459,15-02-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,4,28,236,NA
459,20-02-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,3,20,326,NA
459,26-02-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,3,32,229,NA
459,04-03-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,3,22,139,NA
459,10-03-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,3,26,114,NA
459,19-03-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,5,30,156,NA
459,24-03-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,3,21,121,NA
459,30-03-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,2,20,177,NA
459,16-04-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,2,12,127,NA
459,20-04-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,4,27,188,NA
459,26-04-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,4,31,165,NA
459,29-04-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,4,31,253,NA
459,05-05-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,3,27,241,NA
459,07-05-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,2,26,140,NA
459,13-05-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,2,28,159,NA
459,15-05-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,2,22,102,NA
459,23-05-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,3,19,59,NA
459,28-05-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,2,23,51,NA
459,02-06-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,2,26,84,NA
459,06-06-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,2,23,52,NA
459,09-06-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,2,23,41,NA
459,14-06-2015,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,2,20,21,NA
